# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1485770	art	3	663	0	1	5.7	4078	5296	recent@science|top@science|recent@BooksAndArticles	SIGNAL	French professor accused of ‘gigantic hoax’ after inventing Nobel-style prize
1485822	AI	1	566	0	0	3.6	401865	8002	recent@AI|top@AI	SIGNAL	Pre Event AI + Expo Kickoff
1485828	bitcoin	1	432	0	7	3.4	74100	9727	recent@bitcoin|top@bitcoin|recent@privacy	SIGNAL	bitcoinprivacy.wiki
1485815	charts_and_maps	2	371	0	2	3.9	280679	21223	recent@charts_and_maps|top@charts_and_maps	SIGNAL	More than a million people die from road injuries every year
1485935	art	3	360	0	0	0.8	900202	2210	recent@BooksAndArticles|top@BooksAndArticles	FRESH,SIGNAL	TERRITORY Announcement: ~the_stacker_muse fiction contest
1485749	AI	1	353	0	1	7.1	140698	1041	recent@AI|top@AI|recent@charts_and_maps	SIGNAL	Stack Overflow - Number Of Questions Asked
1485883	meta	1	307	0	1	2.2	280679	21223	recent@meta|top@meta	SIGNAL	Territory Post/Comment Cost
1485819	tech	1	282	0	2	3.7	74100	9727	recent@bitcoin|top@bitcoin|recent@tech	SIGNAL	256D: Unlock Bitcoin Payments Across India’s UPI Merchant Network with Fedi
1485773	Construction_and_Engineering	2	272	0	1	5.5	280679	21223	recent@Construction_and_Engineering|top@Construction_and_Engineering	SIGNAL	Cost of California’s High-Speed Rail Goes Up Again
1485908	meta	1	246	0	3	1.4	724606	10203	recent@meta|top@meta|recent@econ	FRESH,SIGNAL	Verify AND Trust: Grand Bazaar, Accountability & the Muhtasib (The Blind Spot)
1485752	lol	2	175	0	0	6.8	280679	21223	recent@AI|top@AI|recent@lol	SIGNAL	A Kid With a Fake Mustache Tricked an Online Age-Verification Tool
1485904	AI	1	167	0	10	1.6	74100	9727	recent@AI|top@AI	FRESH,SIGNAL	AI Generated Content Broke the Social Contract - Alex Hillman
1485759	AI	1	157	0	3	6.1	223678	5591	recent@AI|top@AI	SIGNAL	8B uncensored model , self-hosted, no cloud. You pay per token via Lightning
1485854	Stacker_Stocks	2	142	0	3	2.8	9274	22176	recent@Stacker_Stocks|top@Stacker_Stocks	SIGNAL	Daily Stock Discussion ~Stacker_Stocks
1485778	Education	2	138	0	1	5.4	104755	12102	recent@Education|top@Education	SIGNAL	My son’s first piece of writing
1485776	lightning	1	124	0	2	5.4	263526	329	recent@lightning|top@lightning	SIGNAL	LNalias.com — Free Lightning Address on Your Domain
1485317	art	3	3195	0	10	24.2	227606	2398	recent@bitcoin|recent@lightning|recent@AskSN	HOT,SELF_POST_OPP	Direct Current - Lightning Paywalls ✅ (maybe?)
1485237	bitcoin	1	2524	0	2	26.3	21800	482	recent@bitcoin	HOT	Introducing Alby Hub Skill — agentic control for Alby Hub
1485327	math	2	2484	1000	10	23.9	48657	13623	recent@bitcoin|top@bitcoin|recent@math	OPEN_BOUNTY,HOT,SELF_POST_OPP	Bitcoin Math Puzzle #004: Selfish Mining Pt. 4
1485162	Politics_And_Law	3	2088	0	17	27.9	724606	10203	recent@econ	HOT,SELF_POST_OPP	The AI-Employment Worry is -- Not?? -- Here (NYT, Ezra Klein)
