# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1485317	art	3	3103	0	7	5.6	227606	2396	recent@bitcoin|top@bitcoin|recent@lightning	HOT,SIGNAL,SELF_POST_OPP	Direct Current - Lightning Paywalls ✅ (maybe?)
1485327	math	2	2463	1000	3	5.3	48657	13614	recent@bitcoin|top@bitcoin|recent@math	OPEN_BOUNTY,LOW_COMP,HOT,SIGNAL	Bitcoin Math Puzzle #004: Selfish Mining Pt. 4
1485162	Politics_And_Law	3	2088	0	17	9.3	724606	10193	recent@econ|top@econ	HOT,SIGNAL,SELF_POST_OPP	The AI-Employment Worry is -- Not?? -- Here (NYT, Ezra Klein)
1485207	history	2	1896	0	5	8.2	724606	10193	recent@econ|top@econ|recent@history	HOT,SIGNAL,SELF_POST_OPP	The Fabric of Desires, and Cooperative Origin of Money (Jan3, Nick Szabo)
1485267	security	1	1534	0	1	6.8	401865	8000	recent@security|top@security	HOT,SIGNAL	House Office of Cybersecurity Email: Update Your Home Routers Now
1485097	bitcoin	1	1272	0	6	11.1	48942	1199	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Found an unarchived Bitcoin Logo by Satoshi Nakamoto on the Bitcoin Sourceforge
1485174	bitcoin	1	1206	0	5	9.1	74100	9710	recent@bitcoin|top@bitcoin|recent@econ	HOT,SIGNAL	The Fabric of Desires - Nick Szabo (2026)
1485116	Stacker_Stocks	2	1160	0	25	10.7	724606	10193	recent@econ|top@econ|recent@Stacker_Stocks	HOT,SIGNAL	Saylor Selling Sats?!
1485468	Stacker_Stocks	2	1016	0	7	2.5	724606	10193	recent@econ|top@econ|recent@Stacker_Stocks	HOT,SIGNAL,SELF_POST_OPP	GameStop Stock Printer Going BRR.... (Money Stuff, Matt Levine)
1485376	AskSN	2	977	0	32	4.4	74100	9710	recent@bitcoin|top@bitcoin|recent@AskSN	SIGNAL	What do stackers think of Unchained's new ad video in The Atlantic?
1485130	charts_and_maps	2	947	0	3	10.2	280679	21197	recent@charts_and_maps|top@charts_and_maps	SIGNAL	Industrial robots in operation per 1,000 employees, by country
1485482	meta	1	825	0	4	2.2	435224	1489	recent@meta|top@meta	SIGNAL	The rise of self-boost culture on SN
1485237	bitcoin	1	773	0	0	7.7	21800	482	recent@bitcoin|top@bitcoin	SIGNAL	Introducing Alby Hub Skill — agentic control for Alby Hub
1485291	math	2	758	0	1	6.3	280679	21197	recent@math|top@math	SIGNAL	Jo Boaler Wants Everyone to Love Math (2018)
1485094	BooksAndArticles	2	706	0	3	11.3	280679	21197	recent@econ|top@econ|recent@BooksAndArticles	SIGNAL	The happy capitalism of Richard Scarry's Busytown
1485357	bitcoin	1	682	0	0	4.7	631896	2917	recent@bitcoin|top@bitcoin	SIGNAL	Spams/Scams on Bitcoin... are limited by Limited Blockspace and Fees
1485353	bitcoin	1	641	0	1	4.8	1067935	11	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	SIGNAL	Bitcoin Asic Profitability Map
1485366	bitcoin	1	623	0	0	4.6	7854	1887	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	SIGNAL	Riot Platforms collaborates to Develop Nuclear-Powered Data Center Projects
1485198	AI	1	571	0	7	8.5	280679	21197	recent@AI|top@AI|recent@econ	SIGNAL	No, AI Won’t Make Money Obsolete
1485268	math	2	380	0	1	6.8	74100	9710	recent@bitcoin|top@bitcoin|recent@math	SIGNAL	Zinc+: SNARKs for Polynomial Rings - Nethermind Research
1485264	news	2	339	0	4	6.8	440139	4142	recent@news|top@news	SIGNAL	Ted Turner Dead: CNN Founder Was 87
1485293	meta	1	334	0	6	6.3	88718	43244	recent@meta|top@meta	SIGNAL	Ratio of lurkers to contributors to creators
1485080	AI	1	321	0	10	11.7	280679	21197	recent@AI|top@AI	SIGNAL	Silicon Valley bets $200M on AI data centers floating in the ocean
1485316	bitcoin	1	307	0	0	5.6	74100	9710	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	SIGNAL	ASIC Miner Profitability Calculator 2026 with Live Prices & ROI
1485079	bitcoin	1	289	0	15	11.8	166	36035	recent@bitcoin|top@bitcoin	SIGNAL	Stop demanding more fiat from banks and their scammers
1485202	bitcoin	1	240	0	1	8.4	1476948	12	recent@Education|top@Education	SIGNAL	Bitcoin holders: You're overpaying tax without lot selection.
