# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1484504	bitdevs	1	5370	0	4	10.5	163128	3537	recent@bitdevs|top@bitdevs	HOT,SIGNAL	After ☂️' JoinMarket DoS Fix: Swap, Logs, Directories and Getting Back Online
1484625	lightning	1	2194	0	1	6.5	280679	21167	recent@lightning|top@lightning	HOT,SIGNAL	Post Quantum Lightning: Layer by Layer
1484557	AI	1	1700	0	6	8.8	51481	4003	recent@AI|top@AI	HOT,SIGNAL	Coinbase cuts headcount by 14% citing AI acceleration. The shares are gaining
1484762	Travel	3	1576	0	18	3.8	227606	2390	recent@bitcoin|top@bitcoin|recent@privacy	HOT,SIGNAL,SELF_POST_OPP	Hide a message in an emoji
1484534	nostr	1	1514	0	0	9.5	126503	762	recent@nostr|top@nostr	HOT,SIGNAL	Nostr Compress - High Performance Video Optimization
1484624	AskSN	2	1338	0	5	6.6	227606	2390	recent@lightning|top@lightning	HOT,SIGNAL,SELF_POST_OPP	LNDg P&L "Offchain Costs" question
1484685	privacy	1	1242	0	6	5.5	74100	9669	recent@privacy|top@privacy	HOT,SIGNAL	‘They protect the law while breaking it’: Inside Europol’s shadow IT system
1484597	bitcoin	1	1191	0	6	7.4	74100	9669	recent@bitcoin|top@bitcoin|recent@bitdevs	HOT,SIGNAL	CVE-2024-52911 - Bitcoin Core Script Interpreter Remote Crash
1484594	bitcoin	1	843	0	1	7.6	74100	9669	recent@bitcoin|top@bitcoin|recent@lightning	SIGNAL	Simple Taproot Channels merged into BOLTs
1484515	meta	1	384	0	4	10.2	51481	4003	recent@meta|top@meta	SIGNAL	Issues with LNURL Login
1484572	AI	1	363	0	1	8.5	401865	7989	recent@AI|top@AI	SIGNAL	Microsoft, xAI and Google Will Share AI Models with US Govt for Security Reviews
1484765	AI	1	330	0	1	3.6	296825	4274	recent@AI|top@AI	SIGNAL	Google Chrome silently installs a 4 GB AI model on your device without consent.
1484790	bitcoin	1	282	0	1	3.2	74100	9669	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	SIGNAL	How to decode an arcade address (and a bitcoin address) - James Scaur
1484495	meta	1	219	0	0	10.8	36151	1462	recent@meta|top@meta	SIGNAL	This Day on SN: May 5
1484569	AI	1	166	0	0	8.5	9274	22143	recent@AI|top@AI	SIGNAL	🔙 Market’s ’90s flashback - Snacks
1484615	AI	1	126	0	4	6.8	12393	439	recent@AI|top@AI	SIGNAL	AI will replace everything unless you upgrade your human capital
1484802	nostr	1	123	0	0	3.0	434498	61	recent@nostr|top@nostr	SIGNAL	Orbee - your name, your people, your rules
1483878	bitcoin_Mining	1	1321	0	13	33.2	714537	40	recent@bitcoin_Mining	HOT	What's the use of FOSS solomining (e.g. Bitaxe) when the hash rate is so small?
1483902	Stacker_Sports	3	553	0	2	32.6	51481	4003	recent@lightning		Why prediction markets might be skipping the Kentucky Derby
1484245	bitcoin	1	438	0	5	25.3	68821	2320	recent@bitcoin		Zabbix monitoring for Electrum servers
1484268	bitcoin	1	405	0	2	24.1	280679	21167	recent@bitcoin		A Protocol for Zero-Confirmation Bitcoin Payments
1484226	bitcoin	1	384	0	1	25.8	1482441	4	recent@bitcoin|recent@bitdevs		Happy 70th Hal Finney !
1484018	tech	1	343	0	5	29.7	458256	4590	recent@tech		Samsung family pays off record $8bn inheritance tax bill
