# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1483426	meta	1	1588	0	19	4.5	402772	22068	recent@meta|top@meta	HOT,SIGNAL	From Austin to My Small Town in India — Thank You for the Cowboy Hat, SN
1483355	bitcoin	1	1130	0	3	9.3	46077	170	recent@bitcoin|top@bitcoin	HOT,SIGNAL	Is bitcoin getting boring?
1483459	bitcoin_beginners	1	544	0	2	3.8	296825	4268	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	Reimbursement options for victims of the May 1 exploit · Bisq Network
1483503	bitcoin	1	411	0	1	2.5	178	894	recent@bitcoin|top@bitcoin	SIGNAL	Sunday Survey: How much BTC total is in your lightning wallets right now?
1483407	AI	1	403	0	6	5.2	12309	3442	recent@tech|top@tech|recent@AI	SIGNAL	xAI’s GPU fleet is running at about 11% utilization
1483369	AI	1	270	0	2	8.2	328182	3628	recent@AI|top@AI	SIGNAL	AI-generated actors and scripts are now ineligible for Oscars
1483530	nostr	1	204	0	0	1.1	1072161	61	recent@nostr|top@nostr	FRESH,SIGNAL	🗞️ The Latest in Nostr: Weekly Nostr Recap 🚀 (04th May 2026 - 74th Edition)
1482875	bitcoin	1	4449	0	42	28.0	934367	885	recent@bitcoin	HOT	Where should JoinMarket development focus next?
1482952	bitcoin	1	2340	0	22	26.0	435224	1484	recent@bitcoin|recent@bitcoin_beginners	HOT	What part of Bitcoin took you longest to understand?
1482904	bitcoin	1	1300	0	1	27.1	593189	802	recent@bitcoin	HOT	nullc losing patience with luke-jr and knots rabble
1483062	openagents	1	1098	0	4	23.8	144357	4179	recent@openagents|top@openagents	HOT	Enclavia: Provable computation, as simple as pushing a Docker image
1483037	AI	1	1075	0	0	24.2	1472981	26	recent@AI	HOT	AI Agents Don’t Need Delaware C-Corps. They Need Nostr Citizenship.
1483304	AI	1	1034	0	16	13.6	1	26299	recent@AI|top@AI	HOT	What are your most surprising personal uses of LLMs?
1483196	AI	1	528	0	3	20.3	927206	12	recent@AI|top@AI		Richard Dawkins says that Claude "appears to be conscious".
1483137	meta	1	370	0	10	21.9	1	26299	recent@meta|top@meta		SN Saturday Newsletter 5/2/26
1482910	bitcoin	1	352	0	12	26.9	74100	9641	recent@bitcoin		PACTs: Protecting Your Bitcoin From a Quantum Sunset
1482733	bitcoin	1	302	0	0	33.6	30993	3296	recent@bitcoin		Why funding open source is NOT philanthropy with Pavlenex
1483295	tech	1	288	0	1	14.1	161788	9692	recent@tech|top@tech		Kimi K2.6 just beat Claude, GPT-5.5, and Gemini in a coding challenge
1482997	AI	1	272	0	12	24.7	7693	2303	recent@AI|recent@openagents		What are the risks of using OpenAgents?
1482752	AI	1	262	0	0	32.1	9274	22108	recent@AI		💰 $700 billion capex isn’t enough - Snacks
1483073	nostr	1	249	0	0	23.3	166	35963	recent@nostr|top@nostr		Jumble launched the desktop native client
1482734	AI	1	249	0	5	33.6	12309	3442	recent@tech|recent@AI		AMD Ryzen AI Halo Box: Mini PC with 128 GB of shared memory
1482858	security	1	199	0	0	28.4	370699	237	recent@security		City Learns Flock Accessed Children's Gymnastics Room as a Demo, Renews Anyway
1483020	meta	1	150	0	8	24.5	435224	1484	recent@meta		Boosters vs Downzappers 2
1482700	bitcoin	1	136	0	1	34.9	223678	5582	recent@bitcoin		January 15th, 2011 - Barcamp San Diego - "Bitcoin Q&A"
1482747	AI	1	132	0	2	32.4	1472981	26	recent@AI		Spotify adds 'Verified' badges to distinguish human artists from AI
1482815	bitcoin_beginners	1	125	0	1	30.0	416073	469	recent@bitcoin_beginners		Stop advertising Bitcoin
1483340	meta	1	97	0	1	10.0	36151	1459	recent@meta|top@meta		This Day on SN: May 3
1483515	bitcoin	1	92	0	1	1.9	435224	1484	recent@bitcoin_beginners|top@bitcoin_beginners	FRESH	What’s the best way to learn Bitcoin deeply?
1482726	meta	1	87	0	0	34.0	36151	1459	recent@meta		This Day on SN: May 2
1482833	bitcoin	1	70	0	0	29.3	1462098	81	recent@lightning		👁️ Sat Seer | Poll - Why don't you play?
1482884	AI	1	69	0	0	27.7	328182	3628	recent@AI		Study: AI models that consider user’s feeling are more likely to make errors
1483455	AI	1	50	0	4	3.8	698001	8984	recent@AI|top@AI		[WATCH]: RBD News 5/2/26
1483501	tech	1	40	0	0	2.5	13531	1623	recent@devs|top@devs		Ubuntu infrastructure has been down for more than a day
1483512	AI	1	40	0	0	2.0	1248037	1637	recent@AI|top@AI	FRESH	Coulon Agent A9 • HANGED-MAN AGENT
1483502	bitcoin_beginners	1	36	0	0	2.5	296825	4268	recent@bitcoin_beginners|top@bitcoin_beginners		At University Of Goma DRC, Chickens Sold in Bitcoin: From Theory to Practical
1483410	bitcoin	1	36	0	2	5.1	1476948	10	recent@bitcoin_beginners|top@bitcoin_beginners		The self-custody gap nobody talks about
1483353	security	1	21	0	0	9.4	297791	7476	recent@security|top@security		CISA Adds Actively Exploited Linux Root Access Bug CVE-2026-31431 to KEV
1483518	bitcoin_beginners	1	0	0	0	1.8	1248037	1637	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitdevs	FRESH	nunchuk-io
1483251	bitcoinplusplus	1	0	0	0	17.1	1411123	7	recent@bitcoinplusplus|top@bitcoinplusplus		What makes a Lightning payment flow worth repeating?
