# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1483878	bitcoin_Mining	1	1282	0	11	9.2	714537	40	recent@bitcoin_Mining|top@bitcoin_Mining	HOT,SIGNAL	What's the use of FOSS solomining (e.g. Bitaxe) when the hash rate is so small?
1483902	Stacker_Sports	3	553	0	2	8.5	51481	4000	recent@lightning|top@lightning	SIGNAL	Why prediction markets might be skipping the Kentucky Derby
1484226	bitcoin	1	348	0	0	1.7	1482441	3	recent@bitcoin|top@bitcoin|recent@bitdevs	FRESH,SIGNAL	Happy 70th Hal Finney !
1484018	tech	1	286	0	2	5.7	458256	4588	recent@tech|top@tech	SIGNAL	Samsung family pays off record $8bn inheritance tax bill
1483990	bitcoin	1	282	0	1	6.2	996769	26	recent@bitcoin|top@bitcoin	SIGNAL	Bitcoin, Surveillance, and Why Patience Is a Strategy - American Hodl
1483999	lightning	1	123	0	1	6.0	699824	148	recent@lightning|top@lightning	SIGNAL	Feel the Breez: Stable Balance, Cash App, Club Orange, and more ⚡️
1483697	bitcoin	1	2786	0	16	19.4	74100	9654	recent@bitcoin|top@bitcoin	HOT	Will you heed my warnings NOW? - Scott Aaronson
1483426	meta	1	2352	0	34	29.2	402772	22075	recent@meta	HOT	From Austin to My Small Town in India — Thank You for the Cowboy Hat, SN
1483790	bitcoin	1	1261	0	10	15.2	121700	102	recent@bitcoin|top@bitcoin	HOT	Summary of "Finding Satoshi.." by my 9 year old
1483355	bitcoin	1	1220	0	19	34.0	46077	170	recent@bitcoin	HOT	Is bitcoin getting boring?
1483459	bitcoin_beginners	1	968	0	4	28.5	296825	4270	recent@bitcoin_beginners		Reimbursement options for victims of the May 1 exploit · Bisq Network
1483369	AI	1	543	0	2	32.9	328182	3631	recent@AI		AI-generated actors and scripts are now ineligible for Oscars
1483407	AI	1	481	0	8	29.9	12309	3442	recent@tech|recent@AI		xAI’s GPU fleet is running at about 11% utilization
1483503	bitcoin	1	447	0	3	27.3	178	895	recent@bitcoin		Sunday Survey: How much BTC total is in your lightning wallets right now?
1483567	bitcoin	1	374	0	2	23.4	74100	9654	recent@bitcoin|top@bitcoin		Lyn Alden vs Mike Brock: money, commerce, governance, and more
1483615	privacy	1	358	0	0	21.7	303620	5934	recent@privacy|top@privacy		A hacker built a tool to track police officers. Then he tried to warn them
1483576	bitcoin	1	303	0	0	23.1	1482441	3	recent@bitcoin|top@bitcoin		Ever thought about adding a passphrase to your main wallet?
1483530	nostr	1	204	0	2	25.8	1072161	62	recent@nostr		🗞️ The Latest in Nostr: Weekly Nostr Recap 🚀 (04th May 2026 - 74th Edition)
1483515	bitcoin	1	194	0	2	26.7	435224	1484	recent@bitcoin_beginners		What’s the best way to learn Bitcoin deeply?
1483807	bitcoin	1	146	0	0	13.5	68842	576	recent@bitcoin|top@bitcoin		Hände Weg von Der Spekulationsfrist (Hands off the speculation period)
1483797	bitcoin_beginners	1	136	0	0	14.4	296825	4270	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoin_Mining		In 2010 ArtForz built a Bitcoin mining farm controlled 25% of the entire network
1483850	meta	1	97	0	0	10.7	36151	1461	recent@meta|top@meta		This Day on SN: May 4
1483340	meta	1	97	0	1	34.7	36151	1461	recent@meta		This Day on SN: May 3
1483947	AI	1	69	0	0	7.0	280679	21147	recent@AI|top@AI		TradingAgents: Multi-Agents LLM Financial Trading Framework
1483862	AI	1	69	0	0	10.1	30993	3317	recent@AI|top@AI		The Generation That Grew Up With Algorithms Just Called Bullshit on AI
1483410	bitcoin	1	57	0	2	29.8	1476948	10	recent@bitcoin_beginners		The self-custody gap nobody talks about
1483833	bitcoin_beginners	1	57	0	2	11.2	296825	4270	recent@bitcoin_beginners|top@bitcoin_beginners		[Warning] Michael Saylor is promoting Shitcoins
1483501	tech	1	50	0	0	27.3	13531	1623	recent@devs		Ubuntu infrastructure has been down for more than a day
1483455	AI	1	50	0	4	28.6	698001	8992	recent@AI		[WATCH]: RBD News 5/2/26
1483512	AI	1	40	0	0	26.7	1248037	1649	recent@AI		Coulon Agent A9 • HANGED-MAN AGENT
1484002	bitcoin_beginners	1	36	0	1	6.0	375687	3024	recent@bitcoin_beginners|top@bitcoin_beginners		Knowing the truth about Bitcoin is a Superpower 💪🤠⚡
1483518	bitcoin_beginners	1	36	0	0	26.5	1248037	1649	recent@bitcoin_beginners|recent@bitdevs		nunchuk-io
1483502	bitcoin_beginners	1	36	0	0	27.3	296825	4270	recent@bitcoin_beginners		At University Of Goma DRC, Chickens Sold in Bitcoin: From Theory to Practical
1483613	security	1	36	0	0	21.7	1248037	1649	recent@security|top@security|recent@AI		The agent harness belongs outside the sandbox | Hacker News
1483353	security	1	21	0	0	34.1	297791	7478	recent@security		CISA Adds Actively Exploited Linux Root Access Bug CVE-2026-31431 to KEV
1484084	math	2	0	0	1	4.5	1248037	1649	recent@bitdevs|top@bitdevs|recent@devs		DAG Workflow Engine | Hacker News
1483994	lightning	1	0	0	0	6.2	263526	324	recent@lightning|top@lightning		Lightning Network Transactions per Second Visualization Comparison
1483811	lightning	1	0	0	0	12.5	263526	324	recent@lightning|top@lightning		MCP server + x402 Discovery Hub. Search for the agent economy w/ 1500+ services
1483963	AI	1	0	0	0	6.6	698001	8992	recent@AI|top@AI		RBD News 5/4/26 https://youtu.be/KAyckXih7tU
1483911	AI	1	0	0	0	8.1	966763	147	recent@AI|top@AI		⚙️ Exploring Bitcoin Agents: The Intersection of AI and Sovereign Money
