# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1485997	bitcoin	1	2543	0	14	3.9	74100	9741	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	HOT,SIGNAL	Mitigating Undercutting Attacks: Mining and Tx Fee Behavior - Claire Bao
1485908	meta	1	1940	0	5	6.3	724606	10204	recent@meta|top@meta	HOT,SIGNAL	Verify AND Trust: Grand Bazaar, Accountability & the Muhtasib (The Blind Spot)
1485991	AI	1	1591	0	1	4.2	927054	40	recent@bitcoin|top@bitcoin|recent@AI	HOT,SIGNAL	Now Live on PPQ: Jamie Podcast Search
1486033	news	2	941	0	4	2.5	375005	2045	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	SIGNAL	Governor of Carabobo State, Venezuela, offers reward for accusing miners.
1485883	meta	1	727	0	7	7.1	280679	21237	recent@meta|top@meta	SIGNAL	Territory Post/Comment Cost
1485822	AI	1	689	0	0	8.5	401865	8007	recent@AI|top@AI	SIGNAL	Pre Event AI + Expo Kickoff
1486048	lol	2	596	0	2	2.1	227606	2399	recent@bitcoin|top@bitcoin	SIGNAL	Raise 'em right!
1486059	bitcoin_Mining	1	531	0	2	1.8	294796	271	recent@bitcoin_Mining|top@bitcoin_Mining	FRESH,SIGNAL	Trying out a new twist on the Mining Block Party - "Boost the Crowd"
1485828	bitcoin	1	528	0	11	8.3	74100	9741	recent@bitcoin|top@bitcoin|recent@privacy	SIGNAL	bitcoinprivacy.wiki
1485965	bitcoin	1	513	0	1	4.9	996769	27	recent@bitcoin|top@bitcoin	SIGNAL	You Can't Run Forever: Building Bitcoin Sovereignty from Inside the EU
1486068	bitcoin_beginners	1	472	0	0	1.5	33947	1538	recent@bitcoin_beginners|top@bitcoin_beginners	FRESH,SIGNAL	Memory techniques for your passphrase
1486108	bitcoin	1	316	0	1	0.6	1476948	13	recent@bitcoin|top@bitcoin	FRESH,SIGNAL	The IRS lets you choose how Bitcoin gains are calculated. Most don't know.
1485904	AI	1	291	0	11	6.4	74100	9741	recent@AI|top@AI	SIGNAL	AI Generated Content Broke the Social Contract - Alex Hillman
