# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1484625	lightning	1	2194	0	1	9.4	280679	21169	recent@lightning|top@lightning	HOT,SIGNAL	Post Quantum Lightning: Layer by Layer
1484557	AI	1	1700	0	6	11.7	51481	4003	recent@AI|top@AI	HOT,SIGNAL	Coinbase cuts headcount by 14% citing AI acceleration. The shares are gaining
1484762	Travel	3	1639	0	22	6.6	227606	2390	recent@bitcoin|top@bitcoin|recent@privacy	HOT,SIGNAL	Hide a message in an emoji
1484624	AskSN	2	1338	0	5	9.4	227606	2390	recent@lightning|top@lightning	HOT,SIGNAL,SELF_POST_OPP	LNDg P&L "Offchain Costs" question
1484597	bitcoin	1	1314	0	6	10.3	74100	9674	recent@bitcoin|top@bitcoin|recent@bitdevs	HOT,SIGNAL	CVE-2024-52911 - Bitcoin Core Script Interpreter Remote Crash
1484685	privacy	1	1263	0	7	8.4	74100	9674	recent@privacy|top@privacy	HOT,SIGNAL	‘They protect the law while breaking it’: Inside Europol’s shadow IT system
1484594	bitcoin	1	843	0	1	10.4	74100	9674	recent@bitcoin|top@bitcoin|recent@lightning	SIGNAL	Simple Taproot Channels merged into BOLTs
1484902	bitcoin	1	733	0	0	2.0	7670	655	recent@bitcoin|top@bitcoin	FRESH,SIGNAL	nucula: Cashu ecash wallet for ESP32-C6 with NFC tap-to-pay
1484867	security	1	576	0	4	2.9	440139	4136	recent@security|top@security|recent@tech	SIGNAL	Grok's crypto wallet was just exploited by a tweet sent in morse code
1484765	AI	1	366	0	1	6.5	296825	4274	recent@AI|top@AI	SIGNAL	Google Chrome silently installs a 4 GB AI model on your device without consent.
1484572	AI	1	363	0	1	11.3	401865	7989	recent@AI|top@AI	SIGNAL	Microsoft, xAI and Google Will Share AI Models with US Govt for Security Reviews
1484882	tech	1	303	0	0	2.4	74100	9674	recent@devs|top@devs|recent@tech	SIGNAL	coco - A modular, TypeScript-first toolkit for building Cashu wallets and apps
1484790	bitcoin	1	282	0	1	6.1	74100	9674	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	SIGNAL	How to decode an arcade address (and a bitcoin address) - James Scaur
1484851	lightning	1	177	0	2	4.3	263526	325	recent@lightning|top@lightning	SIGNAL	Zap Browser — a browser that connects directly to your LND/CLN node via NWC
1484569	AI	1	166	0	0	11.4	9274	22143	recent@AI|top@AI	SIGNAL	🔙 Market’s ’90s flashback - Snacks
1484802	nostr	1	159	0	0	5.9	434498	61	recent@nostr|top@nostr	SIGNAL	Orbee - your name, your people, your rules
1484615	AI	1	126	0	4	9.7	12393	439	recent@AI|top@AI	SIGNAL	AI will replace everything unless you upgrade your human capital
1484504	bitdevs	1	5370	0	4	13.4	163128	3537	recent@bitdevs|top@bitdevs	HOT	After ☂️' JoinMarket DoS Fix: Swap, Logs, Directories and Getting Back Online
1484534	nostr	1	1514	0	0	12.4	126503	762	recent@nostr|top@nostr	HOT	Nostr Compress - High Performance Video Optimization
1483902	Stacker_Sports	3	553	0	2	35.4	51481	4003	recent@lightning		Why prediction markets might be skipping the Kentucky Derby
1484245	bitcoin	1	438	0	5	28.2	68821	2320	recent@bitcoin		Zabbix monitoring for Electrum servers
1484268	bitcoin	1	405	0	2	27.0	280679	21169	recent@bitcoin		A Protocol for Zero-Confirmation Bitcoin Payments
