# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1484902	bitcoin	1	1099	0	1	11.6	7670	655	recent@bitcoin|top@bitcoin	HOT,SIGNAL	nucula: Cashu ecash wallet for ESP32-C6 with NFC tap-to-pay
1484980	bitcoin_Mining	1	781	0	3	7.7	1227948	155	recent@bitcoin_Mining|top@bitcoin_Mining	SIGNAL	The Gold Standard of Waste
1484963	Stacker_Stocks	2	564	0	4	8.9	934429	274	recent@Stacker_Stocks|top@Stacker_Stocks	SIGNAL	59% of all capital invested in the US is already in passive funds.
1484953	bitcoin	1	474	0	5	9.1	74100	9681	recent@bitcoin|top@bitcoin	SIGNAL	Law of Code #200: Money Transmission & Developer Liability
1484974	security	1	399	0	0	8.4	297791	7485	recent@security|top@security	SIGNAL	Critical cPanel Vulnerability Weaponized to Target Government and MSP Networks
1485002	AI	1	238	0	5	5.9	74100	9681	recent@AI|top@AI	SIGNAL	How a bill banning AI for kids could usher in widespread ID checks online
1484999	lol	2	226	0	5	6.5	74100	9681	recent@lol|top@lol	SIGNAL,SELF_POST_OPP	Even the pope gets hassled by kyc
1485028	BooksAndArticles	2	223	0	1	3.6	487489	177	recent@BooksAndArticles|top@BooksAndArticles	SIGNAL	writing without book writing day #10: i needed to truly detach.
1485059	lol	2	200	0	5	1.2	30993	3341	recent@lol|top@lol	FRESH,SIGNAL,SELF_POST_OPP	ISMO | Things I Hate About New Cars
1485023	AI	1	192	0	0	4.0	140698	1039	recent@AI|top@AI	SIGNAL	AI Graveyard — discontinued and acquired AI tools
1484959	Politics_And_Law	3	142	0	2	9.0	642641	7070	recent@history|top@history	SIGNAL	TACO - Trump announces pause on US operation to reopen Strait of Hormuz
1484504	bitdevs	1	5370	0	4	23.0	163128	3537	recent@bitdevs|top@bitdevs	HOT	After ☂️' JoinMarket DoS Fix: Swap, Logs, Directories and Getting Back Online
1484387	Politics_And_Law	3	2530	0	10	30.8	89467	18331	recent@history	HOT,SELF_POST_OPP	Number of mosques in Germany
1484625	lightning	1	2244	0	1	19.0	280679	21172	recent@lightning|top@lightning	HOT	Post Quantum Lightning: Layer by Layer
