# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1486165	math	2	11112	0	3	8.5	48657	13638	recent@bitcoin_beginners|top@bitcoin_beginners|recent@math	HOT,SIGNAL	Cryptography Primer:  Keygen, Encrypt, Decrypt, Sign, Verify
1486068	bitcoin_beginners	1	548	0	1	11.8	33947	1538	recent@bitcoin_beginners|top@bitcoin_beginners	SIGNAL	Memory techniques for your passphrase
1486279	tech	1	409	0	1	3.5	1	26329	recent@tech|top@tech	SIGNAL	Collection of 3D Gaussian Splat Scenes
1486069	econ	2	380	0	1	11.8	435224	1495	recent@econ|top@econ	SIGNAL	Could development economics be more useful?
1486138	news	2	233	0	3	9.9	1293586	1776	recent@news|top@news	SIGNAL	Campaign staffers tell NPR they make 'thousands' betting on their own candidates
1486159	news	2	200	0	1	8.7	1293586	1776	recent@news|top@news	SIGNAL	Canvas/Infrastructure Hackers Doubledown
1486280	bitcoin	1	123	0	1	3.4	74100	9751	recent@bitcoin|top@bitcoin|recent@bitcoin_beginners	SIGNAL	raw₿it Study Cohort -
1486126	tech	1	123	0	0	10.2	74100	9751	recent@devs|top@devs|recent@tech	SIGNAL	dirtyfrag: Universal Linux LPE - V4bel
1486284	science	2	123	0	0	3.2	104755	12105	recent@science|top@science	SIGNAL	Butterflies and Orchids
1485935	art	3	3130	0	14	15.9	900202	2217	recent@BooksAndArticles|top@BooksAndArticles	HOT,SELF_POST_OPP	TERRITORY Announcement: ~the_stacker_muse fiction contest
1485997	bitcoin	1	2696	0	14	14.2	74100	9751	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	HOT	Mitigating Undercutting Attacks: Mining and Tx Fee Behavior - Claire Bao
1485678	BooksAndArticles	2	2042	0	3	28.2	487489	180	recent@BooksAndArticles	HOT	Review: Red City by Marie Lu
1485908	meta	1	2032	0	5	16.6	724606	10211	recent@meta|top@meta|recent@econ	HOT	Verify AND Trust: Grand Bazaar, Accountability & the Muhtasib (The Blind Spot)
1485991	AI	1	1798	0	5	14.5	927054	42	recent@bitcoin|top@bitcoin|recent@AI	HOT	Now Live on PPQ: Jamie Podcast Search
1485482	meta	1	1133	0	12	35.9	435224	1495	recent@meta	HOT	The rise of self-boost culture on SN
1486033	news	2	1002	0	9	12.8	375005	2045	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	HOT,SELF_POST_OPP	Governor of Carabobo State, Venezuela, offers reward for accusing miners.
1485770	art	3	885	0	3	20.9	4078	5298	recent@science|top@science|recent@BooksAndArticles		French professor accused of ‘gigantic hoax’ after inventing Nobel-style prize
1485815	charts_and_maps	2	862	0	9	19.1	280679	21238	recent@charts_and_maps|top@charts_and_maps	SELF_POST_OPP	More than a million people die from road injuries every year
1485883	meta	1	801	0	8	17.4	280679	21238	recent@meta|top@meta		Territory Post/Comment Cost
1485650	lightning	1	772	0	12	30.2	77467	295	recent@lightning		Lolli alternative?
1486048	lol	2	749	0	6	12.4	227606	2400	recent@bitcoin|top@bitcoin|recent@lol	SELF_POST_OPP	Raise 'em right!
1485658	tech	1	722	0	0	29.5	7470	1057	recent@tech|recent@charts_and_maps		Fields of The World Explorer - Agricultural field boundaries, generated globally
1485822	AI	1	689	0	0	18.8	401865	8011	recent@AI|top@AI		Pre Event AI + Expo Kickoff
1485645	news	2	621	0	3	30.3	30782	24687	recent@news		Epstein "Suicide Note" Released
1486059	bitcoin_Mining	1	598	0	2	12.1	294796	271	recent@bitcoin_Mining|top@bitcoin_Mining		Trying out a new twist on the Mining Block Party - "Boost the Crowd"
1485828	bitcoin	1	528	0	12	18.6	74100	9751	recent@bitcoin|top@bitcoin|recent@privacy		bitcoinprivacy.wiki
