# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1485997	bitcoin	1	2543	0	14	3.9	74100	9741	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	HOT,SIGNAL	Mitigating Undercutting Attacks: Mining and Tx Fee Behavior - Claire Bao
1485935	art	3	2088	0	12	5.6	900202	2216	recent@BooksAndArticles|top@BooksAndArticles	HOT,SIGNAL,SELF_POST_OPP	TERRITORY Announcement: ~the_stacker_muse fiction contest
1485908	meta	1	1940	0	5	6.3	724606	10204	recent@meta|top@meta|recent@econ	HOT,SIGNAL	Verify AND Trust: Grand Bazaar, Accountability & the Muhtasib (The Blind Spot)
1485991	AI	1	1591	0	1	4.2	927054	40	recent@bitcoin|top@bitcoin|recent@AI	HOT,SIGNAL	Now Live on PPQ: Jamie Podcast Search
1486033	news	2	941	0	4	2.5	375005	2045	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	SIGNAL	Governor of Carabobo State, Venezuela, offers reward for accusing miners.
1485770	art	3	885	0	3	10.6	4078	5298	recent@science|top@science|recent@BooksAndArticles	SIGNAL	French professor accused of ‘gigantic hoax’ after inventing Nobel-style prize
1485815	charts_and_maps	2	756	0	7	8.8	280679	21237	recent@charts_and_maps|top@charts_and_maps	SIGNAL,SELF_POST_OPP	More than a million people die from road injuries every year
1485883	meta	1	727	0	7	7.1	280679	21237	recent@meta|top@meta	SIGNAL	Territory Post/Comment Cost
1485822	AI	1	689	0	0	8.5	401865	8007	recent@AI|top@AI	SIGNAL	Pre Event AI + Expo Kickoff
1486048	lol	2	596	0	2	2.1	227606	2399	recent@bitcoin|top@bitcoin|recent@lol	SIGNAL	Raise 'em right!
1486059	bitcoin_Mining	1	531	0	2	1.8	294796	271	recent@bitcoin_Mining|top@bitcoin_Mining	FRESH,SIGNAL	Trying out a new twist on the Mining Block Party - "Boost the Crowd"
1485828	bitcoin	1	528	0	11	8.3	74100	9741	recent@bitcoin|top@bitcoin|recent@privacy	SIGNAL	bitcoinprivacy.wiki
1485965	bitcoin	1	513	0	1	4.9	996769	27	recent@bitcoin|top@bitcoin|recent@podcasts	SIGNAL	You Can't Run Forever: Building Bitcoin Sovereignty from Inside the EU
1485749	AI	1	512	0	1	12.0	140698	1041	recent@AI|top@AI|recent@charts_and_maps	SIGNAL	Stack Overflow - Number Of Questions Asked
1486068	bitcoin_beginners	1	472	0	0	1.5	33947	1538	recent@bitcoin_beginners|top@bitcoin_beginners	FRESH,SIGNAL	Memory techniques for your passphrase
1485773	Construction_and_Engineering	2	461	0	5	10.4	280679	21237	recent@Construction_and_Engineering|top@Construction_and_Engineering	SIGNAL,SELF_POST_OPP	Cost of California’s High-Speed Rail Goes Up Again
1486069	econ	2	380	0	1	1.5	435224	1492	recent@econ|top@econ	FRESH,SIGNAL	Could development economics be more useful?
1486108	bitcoin	1	316	0	1	0.6	1476948	13	recent@bitcoin|top@bitcoin	FRESH,SIGNAL	The IRS lets you choose how Bitcoin gains are calculated. Most don't know.
1485904	AI	1	291	0	11	6.4	74100	9741	recent@AI|top@AI	SIGNAL	AI Generated Content Broke the Social Contract - Alex Hillman
1485819	tech	1	282	0	4	8.6	74100	9741	recent@bitcoin|top@bitcoin|recent@tech	SIGNAL	256D: Unlock Bitcoin Payments Across India’s UPI Merchant Network with Fedi
1485928	econ	2	279	0	3	5.7	280679	21237	recent@econ|top@econ	SIGNAL	2026 Economic Report of the President
1486058	bitcoin	1	257	0	0	1.9	74100	9741	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining	FRESH,SIGNAL	Find a Bitaxe seller - Bitaxe website gets an update
1486013	AI	1	228	0	2	3.3	1245155	145	recent@AI|top@AI|recent@science	SIGNAL	Richard Dawkins is speedrunning making everyone hate him
1485993	lightning	1	225	0	0	4.2	280679	21237	recent@lightning|top@lightning	SIGNAL	ZeusLN/zeus · Release v13.0.1
1485939	lightning	1	225	0	2	5.6	699824	150	recent@lightning|top@lightning	SIGNAL	Instant bitcoin onboarding w/ Cash App in Breez SDK ⚡️
1486039	AI	1	218	0	0	2.3	280679	21237	recent@AI|top@AI|recent@Stacker_Stocks	SIGNAL	Introducing Amazon Bedrock AgentCore payments, built with Coinbase and Stripe
1485752	lol	2	175	0	0	11.7	280679	21237	recent@AI|top@AI|recent@lol	SIGNAL	A Kid With a Fake Mustache Tricked an Online Age-Verification Tool
1485778	Education	2	174	0	1	10.3	104755	12102	recent@Education|top@Education	SIGNAL	My son’s first piece of writing
