# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1483878	bitcoin_Mining	1	1137	0	7	4.0	714537	38	recent@bitcoin_Mining|top@bitcoin_Mining	HOT,SIGNAL	What's the use of FOSS solomining (e.g. Bitaxe) when the hash rate is so small?
1483857	bitcoin_Mining	1	975	0	1	5.2	1467011	3	recent@bitcoin_Mining|top@bitcoin_Mining	SIGNAL	Turning Bitcoin Mining into a Global Provably Fair Prediction Game
1483902	Stacker_Sports	3	553	0	2	3.4	51481	4000	recent@lightning|top@lightning	SIGNAL	Why prediction markets might be skipping the Kentucky Derby
1483790	bitcoin	1	516	0	6	10.1	121700	102	recent@bitcoin|top@bitcoin	SIGNAL	Summary of "Finding Satoshi.." by my 9 year old
1483990	bitcoin	1	282	0	0	1.0	996769	26	recent@bitcoin|top@bitcoin	FRESH,SIGNAL	Bitcoin, Surveillance, and Why Patience Is a Strategy - American Hodl
1483807	bitcoin	1	146	0	0	8.3	68842	576	recent@bitcoin|top@bitcoin	SIGNAL	Hände Weg von Der Spekulationsfrist (Hands off the speculation period)
1483797	bitcoin_beginners	1	136	0	0	9.2	296825	4270	recent@bitcoin_beginners|top@bitcoin_beginners|recent@bitcoin_Mining	SIGNAL	In 2010 ArtForz built a Bitcoin mining farm controlled 25% of the entire network
1483697	bitcoin	1	2786	0	16	14.2	74100	9652	recent@bitcoin|top@bitcoin	HOT	Will you heed my warnings NOW? - Scott Aaronson
1483426	meta	1	2352	0	34	24.1	402772	22075	recent@meta	HOT	From Austin to My Small Town in India — Thank You for the Cowboy Hat, SN
1483355	bitcoin	1	1220	0	19	28.8	46077	170	recent@bitcoin	HOT	Is bitcoin getting boring?
1483304	AI	1	1151	0	34	33.2	1	26304	recent@AI	HOT	What are your most surprising personal uses of LLMs?
1483459	bitcoin_beginners	1	968	0	4	23.3	296825	4270	recent@bitcoin_beginners|top@bitcoin_beginners		Reimbursement options for victims of the May 1 exploit · Bisq Network
1483369	AI	1	543	0	2	27.8	328182	3631	recent@AI		AI-generated actors and scripts are now ineligible for Oscars
1483407	AI	1	481	0	8	24.7	12309	3442	recent@tech|recent@AI		xAI’s GPU fleet is running at about 11% utilization
1483503	bitcoin	1	447	0	3	22.1	178	895	recent@bitcoin|top@bitcoin		Sunday Survey: How much BTC total is in your lightning wallets right now?
1483567	bitcoin	1	374	0	2	18.2	74100	9652	recent@bitcoin|top@bitcoin		Lyn Alden vs Mike Brock: money, commerce, governance, and more
1483615	privacy	1	358	0	0	16.5	303620	5934	recent@privacy|top@privacy		A hacker built a tool to track police officers. Then he tried to warn them
1483576	bitcoin	1	303	0	0	17.9	1482441	2	recent@bitcoin|top@bitcoin		Ever thought about adding a passphrase to your main wallet?
1483295	tech	1	288	0	1	33.6	161788	9697	recent@tech		Kimi K2.6 just beat Claude, GPT-5.5, and Gemini in a coding challenge
1483530	nostr	1	204	0	2	20.7	1072161	62	recent@nostr|top@nostr		🗞️ The Latest in Nostr: Weekly Nostr Recap 🚀 (04th May 2026 - 74th Edition)
1483515	bitcoin	1	194	0	2	21.5	435224	1484	recent@bitcoin_beginners|top@bitcoin_beginners		What’s the best way to learn Bitcoin deeply?
1483850	meta	1	97	0	0	5.5	36151	1461	recent@meta|top@meta		This Day on SN: May 4
1483340	meta	1	97	0	1	29.5	36151	1461	recent@meta		This Day on SN: May 3
1483947	AI	1	69	0	0	1.9	280679	21143	recent@AI|top@AI	FRESH	TradingAgents: Multi-Agents LLM Financial Trading Framework
