# id	sub	tier	score	bounty	ncom	ageH	op_since	op_nitems	hits	tags	title
1485650	lightning	1	753	0	5	8.4	77467	290	recent@lightning|top@lightning	SIGNAL	Lolli alternative?
1485658	tech	1	722	0	0	7.7	7470	1057	recent@tech|top@tech	SIGNAL	Fields of The World Explorer - Agricultural field boundaries, generated globally
1485628	tech	1	296	0	1	9.1	30782	24679	recent@tech|top@tech	SIGNAL	Introducing Proton Meet: Privacy-first video conferencing | Proton
1485700	bitcoin	1	247	0	1	5.5	74100	9714	recent@bitcoin|top@bitcoin|recent@privacy	SIGNAL	Digital Hijrah — A Practical Guide to Digital Sovereignty
1485317	art	3	3195	0	10	17.5	227606	2398	recent@bitcoin|top@bitcoin|recent@lightning	HOT,SELF_POST_OPP	Direct Current - Lightning Paywalls ✅ (maybe?)
1485327	math	2	2484	1000	9	17.2	48657	13620	recent@bitcoin|top@bitcoin	OPEN_BOUNTY,HOT,SELF_POST_OPP	Bitcoin Math Puzzle #004: Selfish Mining Pt. 4
1485237	bitcoin	1	2403	0	0	19.6	21800	482	recent@bitcoin|top@bitcoin	HOT	Introducing Alby Hub Skill — agentic control for Alby Hub
1485267	security	1	1534	0	1	18.8	401865	8000	recent@security|top@security	HOT	House Office of Cybersecurity Email: Update Your Home Routers Now
1485002	AI	1	1451	0	8	29.9	74100	9714	recent@AI	HOT	How a bill banning AI for kids could usher in widespread ID checks online
1485376	AskSN	2	1426	0	33	16.3	74100	9714	recent@bitcoin|top@bitcoin	HOT	What do stackers think of Unchained's new ad video in The Atlantic?
1485097	bitcoin	1	1272	0	6	23.1	48942	1199	recent@bitcoin|top@bitcoin	HOT	Found an unarchived Bitcoin Logo by Satoshi Nakamoto on the Bitcoin Sourceforge
1485174	bitcoin	1	1206	0	5	21.1	74100	9714	recent@bitcoin|top@bitcoin	HOT	The Fabric of Desires - Nick Szabo (2026)
1484902	bitcoin	1	1123	0	2	35.7	7670	655	recent@bitcoin	HOT	nucula: Cashu ecash wallet for ESP32-C6 with NFC tap-to-pay
1485482	meta	1	1074	0	12	14.1	435224	1490	recent@meta|top@meta	HOT	The rise of self-boost culture on SN
1484980	bitcoin_Mining	1	803	0	5	31.8	1227948	155	recent@bitcoin_Mining		The Gold Standard of Waste
1485353	bitcoin	1	785	0	2	16.8	1067935	11	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining		Bitcoin Asic Profitability Map
1485357	bitcoin	1	682	0	1	16.7	631896	2917	recent@bitcoin|top@bitcoin		Spams/Scams on Bitcoin... are limited by Limited Blockspace and Fees
1485366	bitcoin	1	623	0	0	16.6	7854	1887	recent@bitcoin|top@bitcoin|recent@bitcoin_Mining		Riot Platforms collaborates to Develop Nuclear-Powered Data Center Projects
1485198	AI	1	592	0	7	20.4	280679	21200	recent@AI|top@AI		No, AI Won’t Make Money Obsolete
1484953	bitcoin	1	495	0	10	33.2	74100	9714	recent@bitcoin		Law of Code #200: Money Transmission & Developer Liability
